State	County	Year	Population
Arizona	Cochise County	2014	127321
Arizona	Cochise County	2015	126427
Arizona	Cochise County	2010	51231
Arizona	Cochise County	2011	51563
Arizona	Cochise County	2012	51063
Arizona	Cochise County	2013	50553
Arizona	Cochise County	2014	50135
Arizona	Cochise County	2015	49765
Arizona	Coconino County	2010	134626
Arizona	Coconino County	2011	134182
Arizona	Coconino County	2012	135978
Arizona	Coconino County	2013	136612
Arizona	Coconino County	2014	137637
Arizona	Coconino County	2015	139097
Arizona	Coconino County	2010	53260
Arizona	Coconino County	2011	52846
Arizona	Coconino County	2012	52788
Arizona	Coconino County	2013	53047
Arizona	Coconino County	2014	53322
Arizona	Coconino County	2015	53369
Arizona	Gila County	2010	53544
Arizona	Gila County	2011	53473
Arizona	Gila County	2012	53031
Arizona	Gila County	2013	53025
Arizona	Gila County	2014	53139
Arizona	Gila County	2015	53159
Arizona	Gila County	2010	25544
Arizona	Gila County	2011	25561
Arizona	Gila County	2012	25353
Arizona	Gila County	2013	25344
Arizona	Gila County	2014	25383
Arizona	Gila County	2015	25362
Arizona	Graham County	2010	37137
Arizona	Graham County	2011	37081
Arizona	Graham County	2012	36946
Arizona	Graham County	2013	37386
Arizona	Graham County	2014	37958
Arizona	Graham County	2015	37666
Arizona	Graham County	2010	20378
Arizona	Graham County	2011	20334
Arizona	Graham County	2012	20134
Arizona	Graham County	2013	20400
Arizona	Graham County	2014	20663
Arizona	Graham County	2015	20467
Arizona	Greenlee County	2010	8339
Arizona	Greenlee County	2011	8589
Arizona	Greenlee County	2012	8768
Arizona	Greenlee County	2013	8908
Arizona	Greenlee County	2014	9323
Arizona	Greenlee County	2015	9529
Arizona	Greenlee County	2010	4379
Arizona	Greenlee County	2011	4519
Arizona	Greenlee County	2012	4614
Arizona	Greenlee County	2013	4696
Arizona	Greenlee County	2014	4926
Arizona	Greenlee County	2015	5045
Arizona	La Paz County	2010	20446
Arizona	La Paz County	2011	20479
Arizona	La Paz County	2012	20351
Arizona	La Paz County	2013	20377
Arizona	La Paz County	2014	20314
Arizona	La Paz County	2015	20152
Arizona	La Paz County	2010	13707
Arizona	La Paz County	2011	13676
Arizona	La Paz County	2012	13644
Arizona	La Paz County	2013	13607
Arizona	La Paz County	2014	13575
Arizona	La Paz County	2015	13480
Arizona	Maricopa County	2010	3825597
Arizona	Maricopa County	2011	3871957
Arizona	Maricopa County	2012	3945460
Arizona	Maricopa County	2013	4015328
Arizona	Maricopa County	2014	4090022
Arizona	Maricopa County	2015	4167947
Arizona	Maricopa County	2010	282962
Arizona	Maricopa County	2011	285954
Arizona	Maricopa County	2012	290421
Arizona	Maricopa County	2013	294112
Arizona	Maricopa County	2014	297655
Arizona	Maricopa County	2015	301192
Arizona	Mohave County	2010	200374
Arizona	Mohave County	2011	202671
Arizona	Mohave County	2012	203232
Arizona	Mohave County	2013	202839
Arizona	Mohave County	2014	203331
Arizona	Mohave County	2015	204737
Arizona	Mohave County	2010	75273
Arizona	Mohave County	2011	77123
Arizona	Mohave County	2012	77761
Arizona	Mohave County	2013	77595
Arizona	Mohave County	2014	77634
Arizona	Mohave County	2015	77995
Arizona	Navajo County	2010	107715
Arizona	Navajo County	2011	107429
Arizona	Navajo County	2012	107033
Arizona	Navajo County	2013	107424
Arizona	Navajo County	2014	108119
Arizona	Navajo County	2015	108277
Arizona	Navajo County	2010	68232
Arizona	Navajo County	2011	68103
Arizona	Navajo County	2012	68004
Arizona	Navajo County	2013	68230
Arizona	Navajo County	2014	68579
Arizona	Navajo County	2015	68636
Arizona	Pima County	2010	981870
Arizona	Pima County	2011	988024
Arizona	Pima County	2012	992973
Arizona	Pima County	2013	997418
Arizona	Pima County	2014	1004244
Arizona	Pima County	2015	1010025
Arizona	Pima County	2010	353627
Arizona	Pima County	2011	355367
Arizona	Pima County	2012	357437
Arizona	Pima County	2013	358378
Arizona	Pima County	2014	360921
Arizona	Pima County	2015	362082
Arizona	Pinal County	2010	379384
Arizona	Pinal County	2011	378044
Arizona	Pinal County	2012	382349
Arizona	Pinal County	2013	385360
Arizona	Pinal County	2014	396521
Arizona	Pinal County	2015	406584
Arizona	Pinal County	2010	184564
Arizona	Pinal County	2011	184012
Arizona	Pinal County	2012	186664
Arizona	Pinal County	2013	189492
Arizona	Pinal County	2014	195408
Arizona	Pinal County	2015	201344
Arizona	Santa Cruz County	2010	47410
Arizona	Santa Cruz County	2011	47657
Arizona	Santa Cruz County	2012	47464
Arizona	Santa Cruz County	2013	47120
Arizona	Santa Cruz County	2014	46661
Arizona	Santa Cruz County	2015	46461
Arizona	Santa Cruz County	2010	25690
Arizona	Santa Cruz County	2011	25877
Arizona	Santa Cruz County	2012	25708
Arizona	Santa Cruz County	2013	25546
Arizona	Santa Cruz County	2014	25369
Arizona	Santa Cruz County	2015	25319
Arizona	Yavapai County	2010	211122
Arizona	Yavapai County	2011	211135
Arizona	Yavapai County	2012	212468
Arizona	Yavapai County	2013	215271
Arizona	Yavapai County	2014	218852
Arizona	Yavapai County	2015	222255
Arizona	Yavapai County	2010	83796
Arizona	Yavapai County	2011	83884
Arizona	Yavapai County	2012	84461
Arizona	Yavapai County	2013	85474
Arizona	Yavapai County	2014	86830
Arizona	Yavapai County	2015	87831
Arizona	Yuma County	2010	197069
Arizona	Yuma County	2011	202628
Arizona	Yuma County	2012	202375
Arizona	Yuma County	2013	202173
Arizona	Yuma County	2014	203483
Arizona	Yuma County	2015	204275
Arizona	Yuma County	2010	60144
Arizona	Yuma County	2011	60646
Arizona	Yuma County	2012	60780
Arizona	Yuma County	2013	60755
Arizona	Yuma County	2014	60871
Arizona	Yuma County	2015	60632
Arkansas	Arkansas County	2010	19014
Arkansas	Arkansas County	2011	18883
Arkansas	Arkansas County	2012	18984
Arkansas	Arkansas County	2013	18791
Arkansas	Arkansas County	2014	18564
Arkansas	Arkansas County	2015	18433
Arkansas	Arkansas County	2010	4944
Arkansas	Arkansas County	2011	4903
Arkansas	Arkansas County	2012	4928
Arkansas	Arkansas County	2013	4871
Arkansas	Arkansas County	2014	4808
Arkansas	Arkansas County	2015	4769
Arkansas	Ashley County	2010	21831
Arkansas	Ashley County	2011	21651
Arkansas	Ashley County	2012	21491
Arkansas	Ashley County	2013	21238
Arkansas	Ashley County	2014	20926
Arkansas	Ashley County	2015	20838
Arkansas	Ashley County	2010	11657
Arkansas	Ashley County	2011	11566
Arkansas	Ashley County	2012	11488
Arkansas	Ashley County	2013	11357
Arkansas	Ashley County	2014	11168
Arkansas	Ashley County	2015	11129
Arkansas	Baxter County	2010	41538
Arkansas	Baxter County	2011	41273
Arkansas	Baxter County	2012	41066
Arkansas	Baxter County	2013	40965
Arkansas	Baxter County	2014	40842
Arkansas	Baxter County	2015	41053
Arkansas	Baxter County	2010	23990
Arkansas	Baxter County	2011	23832
Arkansas	Baxter County	2012	23718
Arkansas	Baxter County	2013	23618
Arkansas	Baxter County	2014	23501
Arkansas	Baxter County	2015	23630
Arkansas	Benton County	2010	223010
Arkansas	Benton County	2011	227899
Arkansas	Benton County	2012	232973
Arkansas	Benton County	2013	237580
Arkansas	Benton County	2014	242868
Arkansas	Benton County	2015	249672
Arkansas	Benton County	2010	42965
Arkansas	Benton County	2011	43554
Arkansas	Benton County	2012	44121
Arkansas	Benton County	2013	44550
Arkansas	Benton County	2014	44993
Arkansas	Benton County	2015	45516
Arkansas	Boone County	2010	36897
Arkansas	Boone County	2011	37045
Arkansas	Boone County	2012	37328
Arkansas	Boone County	2013	37387
Arkansas	Boone County	2014	37152
Arkansas	Boone County	2015	37222
Arkansas	Boone County	2010	21001
Arkansas	Boone County	2011	21016
Arkansas	Boone County	2012	21168
Arkansas	Boone County	2013	21193
Arkansas	Boone County	2014	21051
Arkansas	Boone County	2015	21088
Arkansas	Bradley County	2010	11486
Arkansas	Bradley County	2011	11450
Arkansas	Bradley County	2012	11280
Arkansas	Bradley County	2013	11145
Arkansas	Bradley County	2014	11061
Arkansas	Bradley County	2015	11094
Arkansas	Bradley County	2010	4541
Arkansas	Bradley County	2011	4509
Arkansas	Bradley County	2012	4445
Arkansas	Bradley County	2013	4391
Arkansas	Bradley County	2014	4354
Arkansas	Bradley County	2015	4366
Arkansas	Calhoun County	2010	5338
Arkansas	Calhoun County	2011	5286
Arkansas	Calhoun County	2012	5306
Arkansas	Calhoun County	2013	5214
Arkansas	Calhoun County	2014	5188
Arkansas	Calhoun County	2015	5229
Arkansas	Calhoun County	2010	3311
Arkansas	Calhoun County	2011	3279
Arkansas	Calhoun County	2012	3291
Arkansas	Calhoun County	2013	3236
Arkansas	Calhoun County	2014	3222
Arkansas	Calhoun County	2015	3249
Arkansas	Carroll County	2010	27544
Arkansas	Carroll County	2011	27449
Arkansas	Carroll County	2012	27575
Arkansas	Carroll County	2013	27725
Arkansas	Carroll County	2014	27722
Arkansas	Carroll County	2015	27704
Arkansas	Carroll County	2010	16826
Arkansas	Carroll County	2011	16764
Arkansas	Carroll County	2012	16836
Arkansas	Carroll County	2013	16921
Arkansas	Carroll County	2014	16916
Arkansas	Carroll County	2015	16904
Arkansas	Chicot County	2010	11793
Arkansas	Chicot County	2011	11680
Arkansas	Chicot County	2012	11479
Arkansas	Chicot County	2013	11360
Arkansas	Chicot County	2014	11217
Arkansas	Chicot County	2015	11027
Arkansas	Chicot County	2010	4066
Arkansas	Chicot County	2011	4025
Arkansas	Chicot County	2012	3949
Arkansas	Chicot County	2013	3906
Arkansas	Chicot County	2014	3857
Arkansas	Chicot County	2015	3787
Arkansas	Clark County	2010	22947
Arkansas	Clark County	2011	22944
Arkansas	Clark County	2012	22811
Arkansas	Clark County	2013	22666
Arkansas	Clark County	2014	22699
Arkansas	Clark County	2015	22633
Arkansas	Clark County	2010	8332
Arkansas	Clark County	2011	8264
Arkansas	Clark County	2012	8247
Arkansas	Clark County	2013	8169
Arkansas	Clark County	2014	8110
Arkansas	Clark County	2015	8086
Arkansas	Clay County	2010	16050
Arkansas	Clay County	2011	15829
Arkansas	Clay County	2012	15573
Arkansas	Clay County	2013	15312
Arkansas	Clay County	2014	15176
Arkansas	Clay County	2015	15109
Arkansas	Clay County	2010	5262
Arkansas	Clay County	2011	5186
Arkansas	Clay County	2012	5100
Arkansas	Clay County	2013	5011
Arkansas	Clay County	2014	4963
Arkansas	Clay County	2015	4943
Arkansas	Cleburne County	2010	25999
Arkansas	Cleburne County	2011	25924
Arkansas	Cleburne County	2012	25807
Arkansas	Cleburne County	2013	25695
Arkansas	Cleburne County	2014	25664
Arkansas	Cleburne County	2015	25467
Arkansas	Cleburne County	2010	16609
Arkansas	Cleburne County	2011	16545
Arkansas	Cleburne County	2012	16457
Arkansas	Cleburne County	2013	16373
Arkansas	Cleburne County	2014	16344
Arkansas	Cleburne County	2015	16195
Arkansas	Cleveland County	2010	8686
Arkansas	Cleveland County	2011	8664
Arkansas	Cleveland County	2012	8611
Arkansas	Cleveland County	2013	8538
Arkansas	Cleveland County	2014	8424
Arkansas	Cleveland County	2015	8311
Arkansas	Cleveland County	2010	6894
Arkansas	Cleveland County	2011	6880
Arkansas	Cleveland County	2012	6840
Arkansas	Cleveland County	2013	6785
Arkansas	Cleveland County	2014	6696
Arkansas	Cleveland County	2015	6609
Arkansas	Columbia County	2010	24747
Arkansas	Columbia County	2011	24685
Arkansas	Columbia County	2012	24427
Arkansas	Columbia County	2013	24305
Arkansas	Columbia County	2014	24102
Arkansas	Columbia County	2015	24114
Arkansas	Columbia County	2010	10128
Arkansas	Columbia County	2011	10070
Arkansas	Columbia County	2012	9988
Arkansas	Columbia County	2013	9902
Arkansas	Columbia County	2014	9776
Arkansas	Columbia County	2015	9748
Arkansas	Conway County	2010	21244
Arkansas	Conway County	2011	21147
Arkansas	Conway County	2012	21205
Arkansas	Conway County	2013	21151
Arkansas	Conway County	2014	21030
Arkansas	Conway County	2015	21019
Arkansas	Conway County	2010	12575
Arkansas	Conway County	2011	12513
Arkansas	Conway County	2012	12541
Arkansas	Conway County	2013	12502
Arkansas	Conway County	2014	12422
Arkansas	Conway County	2015	12405
Arkansas	Craighead County	2010	96724
Arkansas	Craighead County	2011	98390
Arkansas	Craighead County	2012	99953
Arkansas	Craighead County	2013	101678
Arkansas	Craighead County	2014	102671
Arkansas	Craighead County	2015	104354
Arkansas	Craighead County	2010	17593
Arkansas	Craighead County	2011	17680
Arkansas	Craighead County	2012	17671
Arkansas	Craighead County	2013	17583
Arkansas	Craighead County	2014	17522
Arkansas	Craighead County	2015	17564
Arkansas	Crawford County	2010	61980
Arkansas	Crawford County	2011	61830
Arkansas	Crawford County	2012	61916
Arkansas	Crawford County	2013	61622
Arkansas	Crawford County	2014	61670
Arkansas	Crawford County	2015	61703
Arkansas	Crawford County	2010	27942
Arkansas	Crawford County	2011	27774
Arkansas	Crawford County	2012	27704
Arkansas	Crawford County	2013	27465
Arkansas	Crawford County	2014	27415
Arkansas	Crawford County	2015	27403
Arkansas	Crittenden County	2010	50948
Arkansas	Crittenden County	2011	50514
Arkansas	Crittenden County	2012	50050
Arkansas	Crittenden County	2013	49738
Arkansas	Crittenden County	2014	49558
Arkansas	Crittenden County	2015	48963
Arkansas	Crittenden County	2010	6834
Arkansas	Crittenden County	2011	6756
Arkansas	Crittenden County	2012	6677
Arkansas	Crittenden County	2013	6618
Arkansas	Crittenden County	2014	6558
Arkansas	Crittenden County	2015	6456
Arkansas	Cross County	2010	17832
Arkansas	Cross County	2011	17739
Arkansas	Cross County	2012	17646
Arkansas	Cross County	2013	17479
Arkansas	Cross County	2014	17187
Arkansas	Cross County	2015	17284
Arkansas	Cross County	2010	7454
Arkansas	Cross County	2011	7412
Arkansas	Cross County	2012	7339
Arkansas	Cross County	2013	7263
Arkansas	Cross County	2014	7128
Arkansas	Cross County	2015	7159
Arkansas	Dallas County	2010	8068
Arkansas	Dallas County	2011	8080
Arkansas	Dallas County	2012	7979
Arkansas	Dallas County	2013	7922
Arkansas	Dallas County	2014	7757
Arkansas	Dallas County	2015	7604
Arkansas	Dallas County	2010	3027
Arkansas	Dallas County	2011	3032
Arkansas	Dallas County	2012	2994
Arkansas	Dallas County	2013	2975
Arkansas	Dallas County	2014	2912
Arkansas	Dallas County	2015	2854
Arkansas	Desha County	2010	12964
Arkansas	Desha County	2011	12702
Arkansas	Desha County	2012	12562
Arkansas	Desha County	2013	12450
Arkansas	Desha County	2014	12215
Arkansas	Desha County	2015	11965
Arkansas	Desha County	2010	2951
Arkansas	Desha County	2011	2893
Arkansas	Desha County	2012	2864
Arkansas	Desha County	2013	2832
Arkansas	Desha County	2014	2752
Arkansas	Desha County	2015	2695
Arkansas	Drew County	2010	18656
Arkansas	Drew County	2011	18715
Arkansas	Drew County	2012	18770
Arkansas	Drew County	2013	18708
Arkansas	Drew County	2014	18729
Arkansas	Drew County	2015	18778
Arkansas	Drew County	2010	8111
Arkansas	Drew County	2011	8048
Arkansas	Drew County	2012	8059
Arkansas	Drew County	2013	8058
Arkansas	Drew County	2014	8020
Arkansas	Drew County	2015	8042
Arkansas	Faulkner County	2010	114057
Arkansas	Faulkner County	2011	116308
Arkansas	Faulkner County	2012	118566
Arkansas	Faulkner County	2013	119409
Arkansas	Faulkner County	2014	120878
Arkansas	Faulkner County	2015	121552
Arkansas	Faulkner County	2010	40502
Arkansas	Faulkner County	2011	40461
Arkansas	Faulkner County	2012	41063
Arkansas	Faulkner County	2013	40974
Arkansas	Faulkner County	2014	41157
Arkansas	Faulkner County	2015	41142
Arkansas	Franklin County	2010	18128
Arkansas	Franklin County	2011	17994
Arkansas	Franklin County	2012	17946
Arkansas	Franklin County	2013	17924
Arkansas	Franklin County	2014	17766
Arkansas	Franklin County	2015	17702
Arkansas	Franklin County	2010	10443
Arkansas	Franklin County	2011	10362
Arkansas	Franklin County	2012	10331
Arkansas	Franklin County	2013	10322
Arkansas	Franklin County	2014	10227
Arkansas	Franklin County	2015	10197
Arkansas	Fulton County	2010	12216
Arkansas	Fulton County	2011	12289
Arkansas	Fulton County	2012	12248
Arkansas	Fulton County	2013	12242
Arkansas	Fulton County	2014	12139
Arkansas	Fulton County	2015	12204
Arkansas	Fulton County	2010	8300
Arkansas	Fulton County	2011	8351
Arkansas	Fulton County	2012	8324
Arkansas	Fulton County	2013	8321
Arkansas	Fulton County	2014	8252
Arkansas	Fulton County	2015	8296
Arkansas	Garland County	2010	96128
Arkansas	Garland County	2011	96603
Arkansas	Garland County	2012	96798
Arkansas	Garland County	2013	97006
